ru,en
дурман,stramonium
нянечка,nurse
автострада,motorway
шушера,riff-raff
статейка,
пресня,
головня,charred log
бензоколонка,petrol pump
козни,intrigues
своеобразие,originality
вышивка,embroidery
отголосок,echo
собеседница,interlocutress
плевра,pleura
ухищрение,contrivance
относительность,relativity
папенька,
ветошь,rags
народец,
геройство,heroism
начинка,filling
эконом,housekeeper
альманах,anthology
злоключение,mishap
самооборона,self-defence
вождение,driving
варварство,barbarism
симулянт,simulator
отделка,finishing
вставка,fixing
неуважение,disrespect
убыль,decrease
клиентура,clientele
докторша,woman-doctor
фабрикант,manufacturer
фора,odds
неузнаваемость,unrecognizability
мобильник,
кришнаит,
шампиньон,agaric
зея,
дрезина,trolley
гамак,hammock
узда,bridle
бредень,drag-net
вурдалак,vampire
попойка,drinking-bout
выносливость,endurance
храбрец,man of courage
обезьянка,
сонет,sonnet
колдобина,rut
перископ,periscope
трепач,twaddler
излом,fracture
десерт,dessert
завалинка,zavalinka
контрабандист,smuggler
перепад,overfall
клиентка,client
изверг,monster
субботник,community work day
взаимность,mutuality
хитрец,slyboots
ношение,
запинка,stumble
угар,carbon monoxide
белорус,Byelorussian
чертополох,thistle
дизайнер,designer
сексот,
соперница,rival
фанат,Fan
погодок,
эпицентр,epicentre
доброжелатель,well-wisher
народность,nationality
массовка,mass meeting
контрразведчик,counter-intelligence agent
суровость,severity
угорь,blackhead
курортник,health-resort visitor
тога,toga
копилка,money-box
делец,business man
селянин,peasant
соната,sonata
кувшинка,water-lily
безделушка,trinket
сиська,Boob
Уфа,
диковинка,
биополе,
бровка,border
кружочек,
атрофия,atrophy
решето,sieve
струнка,
олифа,drying oil
яичник,ovary
правонарушение,delinquency
форт,fort
худоба,leanness
автотранспорт,motor transport
снос,pulling down
фараон,Pharaoh
гимназистка,gymnasia pupil
рокер,
лисичка,chanterelle
футболка,T-Shirt
бомбоубежище,air-raid shelter
добывание,getting
магнезия,magnesia
машиностроение,mechanical engineering
горняк,miner
краснота,redness
штуковина,thingumajig
трояк,
эталон,standard
ойкумена,
перекись,peroxide
инструктаж,
нелюбовь,dislike
изготовитель,
лейпциг,
застройка,building
китаянка,Chinese woman
вырожденец,
резонанс,resonance
чибис,lapwing
лодочка,pumps
виолончель,violoncello
гнильё,
порнография,pornography
Богородица,the Virgin
соринка,mote
оцепление,surrounding
сосредоточенность,concentration
проводы,seeing-off
бетонка,concrete-surfaced road
нажатие,pressure
полчище,horde
куколка,dolly
броненосец,battleship
наблюдательность,observation
сертификация,
мотыга,hoe
лагерник,
дезинфекция,disinfection
вредительство,
овчина,sheepskin
эвкалипт,eucalyptus
парковка,parking lot
тихвин,
ворюга,
прожилок,
перитонит,peritonitis
окисление,oxidation
любознательность,inquisitiveness
перл,pearl
питомник,nursery
уран,Uranus
верба,pussy-willow
харрис,
нововведение,innovation
стриптиз,strip-tease
предотвращение,prevention
Чикаго,
торчок,
посад,trading quarter
пря,
налётчик,robber
